overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,sentiment,cleaned_text,enhanced_rating,rating_diff
5,,True,"02 26, 2018",AGY8BJEU4N1Y7,B00MV9H6VY,,PRPKaty,This was a great gift for my daughter-in-law who can always use a day off cooking dinner for the family.,Perfect gift,1519603200,,Positive,great gift daughterinlaw always use day cooking dinner family,4.8325,0.16750000000000043
1,,True,"07 23, 2015",A3NFYSM64M7XYH,B004LLILKK,,Joel Dunnind,Card never NOT_came NOT_it NOT_was only for $50 I need to be reimbursed for $50.,One Star,1437609600,,Negative,card never notcame notit notwas need reimbursed,1.8,0.8
3,,True,"05 23, 2013",A2JKW4UX6OETPX,B00AF0K82U,,boni,"I had to struggle with trying to figure out what to do. I am NOT NOT_a NOT_techy NOT_person,! Finally figured it out! Think next time it might be easier, AND, I think my Great Granddaughter will enjoy the card, with her picture on it.!",printable gift card.,1369267200,,Neutral,struggle trying figure not nota nottechy notperson! finally figured out! think next time might easier think great granddaughter enjoy card picture it!,3.692,0.6920000000000002
2,5,True,"06 10, 2017",A2TC1YQL52HO98,B00JDQJZWG,{'Gift Amount:': ' 0'},Raj,See the quality of the tin for yourself. I ordered this for someone and I did not NOT_have NOT_the NOT_luxury of time to wait for the replacement to arrive. I was embarrassed when my gift was opened in front of everyone.,Tin box dented,1497052800,"['https://images-na.ssl-images-amazon.com/images/I/71HFmRj-5uL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71U12HWEyOL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71oH2R6tayL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71s4VC8WnsL._SY88.jpg']",Negative,see quality tin ordered someone not nothave notthe notluxury time wait replacement arrive embarrassed gift opened front everyone,2.4822,0.4822000000000002
5,,True,"07 29, 2013",AZEP8YEKUNTSB,B004LLILLO,,Susan Beth Thorpe,"for the busy family who are to far to hug, a amazon gift card is a great way to go. I never NOT_had NOT_to NOT_return one because it did not NOT_fit. NOT_It NOT_'s an electronic love being sent their way.",Amazon Gift cards,1375056000,,Positive,busy family far hug amazon gift card great way go never nothad notto notreturn one not notfit notit nots electronic love sent way,4.9546,0.045399999999999885
3,,True,"03 1, 2014",A1P3VSKJJ3WB1D,B00ADR2XIC,,John Elmer,"I was caught off guard by this Amazon gift card purchase. During the Christmas season I purchased a three pack of gift boxed $50 Amazon gift cards - total $150. I did not NOT_ask NOT_for NOT_holiday rush as they were to be given as birthday gifts in the upcoming year. They arrived in nice packaging exactly as anticipated and set aside. Over 60 days after the cards were purchased, literally the very day the first birthday card was to be distributed I decided to 'double check' the card was activated. I do not NOT_even NOT_know NOT_why I did it except the person whom it was intended gets 'confused' easily and wanted to be able to tell them exacting detail how to redeem the card at the Amazon website. To my disbelief, after eight attempts of trying to activate the card it kept coming up INVALID. I immediately emailed customer service and instantly alerted to call Customer Service. No NOT_Customer NOT_Service NOT_phone number was provided but did a 'Google Search' to find the number. Nina answered the Customer Service line, she was very pleasant and assuring she would handle my problem. I appreciated GREATLY not NOT_being NOT_transferred NOT_from one person to another which also assured me Amazon is a reliable business. After about 30 minutes which was mostly silence where Nina appears to been reviewing the initial purchase order and subsequent processing of the order Nina assured me the card was now activated. She said one card was credited to my buyer account for immediate use and the problem solved. Nina also verified the other two cards were also now activated and as I requested she would email me confirmation of all three cards activation. I did not NOT_really NOT_want NOT_to know what had happened. I assume 'mistakes happen'. It was taken care of and it was done in a way that was professional and instantaneous. I am completely satisfied. However from my experience I now would advise any person buying gift cards 1. Do not NOT_buy NOT_them NOT_singularly, purchase at least one extra for your own use to validate its activation immediately upon receipt. 2. Keep meticulous records of any gift card purchase until it has been redeemed, even if it means questioning the recipient several times after it was given out - keep track of the card until it has been used at least one time. 3. I live in a very safe and relatively crime free community however during the 2013 holidays season several young men were known to have gone down my street late at night examining mail box contents looking for cards with cash or gift cards. This information was validated by the local police department but I did not NOT_know NOT_about NOT_it until several weeks later - after the gift cards had been ordered and successfully delivered. Obviously Amazon i keeps all customers updated on any package arrival plus I have Amazon Smartphone notifications when any Amazon package is delivered to my home. I am always careful to go to the mailbox immediately upon a package delivery. It is worth noting this holiday season Amazon offered free overnight delivery of gift cards . . . which I declined but upon retrospect it was likely an option I should of used as it would of provided additional insurance the cards arrive safely. I would definitely recommend Amazon for any gift card purchase. - The Amazon site listed multiple local businesses the average Amazon customer may be unaware of. - Amazon do not NOT_just NOT_sell NOT_their own card and nation wide store gift cards - they also have gift cards for stores that usually do not NOT_normally NOT_offer NOT_gift cards like Whole Foods. When I presented the Whole Foods gift card to the local cashier she said she had never NOT_even NOT_seen NOT_a Whole Foods gift card before and had to call the Manager to help her . . . and the Manager had never NOT_seen NOT_one NOT_either - Also when you place an order for some gift cards selections they are sent from the corporate offices not NOT_Amazon NOT_so NOT_there is a slight delay in the processing of these orders. HOWEVER there is a degree of risk with gift cards I was that unaware of. I thought I was careful and yet I still caught off guard. Hope this review and the general comments on gift card purchases helps.",Double check your card was activated upon  purchase!!!,1393632000,,Neutral,caught guard amazon gift card purchase christmas season purchased three pack gift boxed amazon gift card total not notask notfor notholiday rush given birthday gift upcoming year arrived nice packaging exactly anticipated set aside day card purchased literally day first birthday card distributed decided double check card activated not noteven notknow notwhy except person intended get confused easily wanted able tell exacting detail redeem card amazon website disbelief eight attempt trying activate card kept coming invalid immediately emailed customer service instantly alerted call customer service no notcustomer notservice notphone number provided google search find number nina answered customer service line pleasant assuring would handle problem appreciated greatly not notbeing nottransferred notfrom one person another also assured amazon reliable business minute mostly silence nina appears reviewing initial purchase order subsequent processing order nina assured card activated said one card credited buyer account immediate use problem solved nina also verified two card also activated requested would email confirmation three card activation not notreally notwant notto know happened assume mistake happen taken care done way professional instantaneous completely satisfied however experience would advise person buying gift card not notbuy notthem notsingularly purchase least one extra use validate activation immediately upon receipt keep meticulous record gift card purchase redeemed even mean questioning recipient several time given keep track card used least one time live safe relatively crime free community however holiday season several young men known gone street late night examining mail box content looking card cash gift card information validated local police department not notknow notabout notit several week later gift card ordered successfully delivered obviously amazon keep customer updated package arrival plus amazon smartphone notification amazon package delivered home always careful go mailbox immediately upon package delivery worth noting holiday season amazon offered free overnight delivery gift card declined upon retrospect likely option used would provided additional insurance card arrive safely would definitely recommend amazon gift card purchase amazon site listed multiple local business average amazon customer may unaware amazon not notjust notsell nottheir card nation wide store gift card also gift card store usually not notnormally notoffer notgift card like whole food presented whole food gift card local cashier said never noteven notseen nota whole food gift card call manager help manager never notseen notone noteither also place order gift card selection sent corporate office not notamazon notso notthere slight delay processing order however degree risk gift card unaware thought careful yet still caught guard hope review general comment gift card purchase help,3.7994,0.7993999999999999
1,,True,"12 2, 2017",A31PEEOV6UHUG7,B00PGOMSU0,,Mazzy,you cannot use these for popcorn & drinks bc you cannot use these in the theatre. You can only use them online. Sucks bad bc I bought these as a surprise for my family for a fun night out.,Sucks bad bc I bought these as a surprise for ...,1512172800,,Negative,cannot use popcorn drink bc cannot use theatre use online suck bad bc bought surprise family fun night,1.6775,0.6775
5,,True,"01 8, 2015",A2VRPACWH5K65V,B00G4IUN4K,,The PIC,Perfect!,Five Stars,1420675200,,Positive,perfect!,4.6891,0.3109000000000002
1,3,True,"08 6, 2016",A1P6SW8II2PVWK,B01FYJMJHI,,Matthew Schuster,Decided to purchase this despite the reviews since needed groceries. I went to Safeway and it was a 45 minute embarrasing ordeal and the manager and cashier could not NOT_even NOT_figure NOT_out how to use the gift card. They had to call the number like five times and still could not NOT_figure NOT_it NOT_out so they just apologized and just told me to take the groceries and they would figure it out. Long story short do not NOT_waste NOT_your NOT_time or money getting this gift card as it is an embarrasing hassle.,Never Again,1470441600,,Negative,decided purchase despite review since needed grocery went safeway minute embarrasing ordeal manager cashier could not noteven notfigure notout use gift card call number like five time still could not notfigure notit notout apologized told take grocery would figure long story short not notwaste notyour nottime money getting gift card embarrasing hassle,2.5135,1.5135
3,,True,"07 19, 2014",A1UAAMM5DZFAIZ,B00H5BMH44,,janiece Ransone,"The card was really funny, but took several days to arrive so that worried me at first .I expected di gital delivery after payment. I'm not NOT_sure NOT_my NOT_friend ever used the credit...",Funny card/ delayed delivery tho,1405728000,,Neutral,card really funny took several day arrive worried first expected di gital delivery payment im not notsure notmy notfriend ever used credit,3.2509,0.2509000000000001
3,,True,"07 3, 2016",AYE08EAJ7PWC,B0091JKJ0M,{'Gift Amount:': ' 75'},karinn fry,"Received two of these for christmas. One worked one didnt. After numerous calls and emails was supposed to get a credit, never NOT_did. NOT_I'm NOT_just letting it go now. I've sent a few and never NOT_had NOT_another NOT_problem",Received two of these for christmas. One worked one ...,1467504000,,Neutral,received two christmas one worked one didnt numerous call email supposed get credit never notdid notim notjust letting go ive sent never nothad notanother notproblem,3.3054,0.3054000000000001
1,,True,"05 7, 2014",A2CBTZF68ON7R7,B0066AZGJI,,AC Taylor,"So disappointed. I uploaded a personal image for my card and it did not NOT_show NOT_up NOT_for my father. :( thank you, April C. Taylor",No custom image,1399420800,,Negative,disappointed uploaded personal image card not notshow notup notfor father thank april c taylor,1.3321,0.33210000000000006
3,2,True,"05 14, 2017",A1U1G73EI5IRZF,B00BXLTR6S,,Victor,"The movie ticket worked on both FandangoNow and Fandango website. If you use it to buy digital movies on FandangoNow, sometimes they ran promotion with other onsite movie sponsors for a free promotional movie ticket. Update on 6/30/2017, as this gift card only can be used without any other promo code available from Fandango, FandangoNow, or any other parties.",The movie ticket worked on both FandangoNow and Fandango website ...,1494720000,,Neutral,movie ticket worked fandangonow fandango website use buy digital movie fandangonow sometimes ran promotion onsite movie sponsor free promotional movie ticket update gift card used without promo code available fandango fandangonow party,3.6837,0.6837
5,,True,"05 15, 2018",A3OEMFDWQBZC5W,B004LLIKVU,{'Gift Amount:': ' 50'},Felipe,Convenient and easy. Hope Amazon makes more to have more options.,Convenient and easy. Hope Amazon makes more to have more options.,1526342400,,Positive,convenient easy hope amazon make option,4.8063,0.19369999999999976
